"08/09/16, 10:44 - יצרת את הקבוצה ""פרוייקט"""
30/10/16, 22:24 - אנונימוס: אני חייב לשחק אותה מתעניין
30/10/16, 22:24 - אנונימוס: אבל זה7
30/10/16, 22:24 - אנונימוס: יותר לא מתערב
30/10/16, 22:26 - אנונימוס: אין לי מושג למה הוא רוצה את זה אבל אשאל ברביעי
30/10/16, 22:27 - אנונימוס: טוב בסנתי די לחפור
30/10/16, 22:27 - אנונימוס: הבנתי
30/10/16, 22:31 - Yochai: הלו
30/10/16, 22:32 - אנונימוס: מקווה שאמרתי בקטנה
30/10/16, 22:34 - Yochai: גם ראשון וגם רביעי?
30/10/16, 22:34 - Yochai: מה הוא ליצן
30/10/16, 22:34 - אנונימוס: נראה לי רביעי כל שבועיים
30/10/16, 22:34 - אנונימוס: מפגר
30/10/16, 22:36 - Yochai: אנונימוס תגיד לו שהתקנו את המונגו
30/10/16, 22:36 - אנונימוס: אנונימוס החפרןןןןןןןןןןןןןןן
30/10/16, 22:36 - אנונימוס: נגיד
30/10/16, 22:36 - אנונימוס: אחכ
30/10/16, 22:36 - אנונימוס: יענו שחכנו
30/10/16, 22:38 - אנונימוס: אנונימוס הרגת אותנו
30/10/16, 22:38 - אנונימוס: אני מתחיל לשתות
30/10/16, 22:38 - Yochai: חחח
30/10/16, 22:39 - Yochai: מישהו מקשיב?
30/10/16, 22:40 - אנונימוס: לא
30/10/16, 22:40 - Yochai: חחחחח
30/10/16, 22:40 - אנונימוס: חי בסרט ראית על מה החא רוצה סקר ספרות
30/10/16, 22:40 - אנונימוס: גם על הפרוייקט של האנטישמיות
30/10/16, 22:40 - אנונימוס: מקסימום עמוד הוא יקבל
30/10/16, 22:41 - אנונימוס: הלך המנגה
30/10/16, 22:41 - אנונימוס: אין מקום שם
30/10/16, 22:41 - Yochai: יאללה תגיד לו נגמר הזמן
30/10/16, 22:41 - אנונימוס: הואו לבנגי
30/10/16, 22:41 - Yochai: איזה מנגה עוד לא התקלחתי ולא אכלתי
30/10/16, 22:41 - אנונימוס: בואו
30/10/16, 22:42 - אנונימוס: אין מקום ,ם
30/10/16, 22:42 - אנונימוס: שם
30/10/16, 22:42 - Yochai: אני עם השותפות היום
30/10/16, 22:42 - אנונימוס: חחחח תגידו משהו
30/10/16, 22:42 - Yochai: חחחחחח
30/10/16, 22:42 - אנונימוס: הרגת אותנו
30/10/16, 22:43 - אנונימוס: סתום כבר
30/10/16, 22:45 - אנונימוס: מה הוא מזייןןןןןןןןןןןןןןןןןןןןןןןןןן
30/10/16, 22:45 - אנונימוס: הכל בשרת אחד
30/10/16, 22:46 - Yochai: חחחחח
30/10/16, 22:47 - Yochai: מישהו יודע לעשות את זה בכלל
30/10/16, 22:48 - אנונימוס: חחחח די הם חיים בסרט
30/10/16, 22:48 - אנונימוס: אין בטרייה
30/10/16, 22:49 - אנונימוס: דיייייייי
30/10/16, 22:49 - אנונימוס: אני דופק שפשף
30/10/16, 22:49 - Yochai: בואו נתנתק ונגיד נפל
30/10/16, 22:52 - אנונימוס: חחחח מה נסגר
30/10/16, 22:52 - אנונימוס: סיימתי לעשות כבר כלים לאכל
30/10/16, 22:52 - אנונימוס: לעשן ג'וינט
30/10/16, 22:52 - אנונימוס: אני הולך לישון
30/10/16, 22:53 - אנונימוס: חחחחחח
30/10/16, 22:53 - Yochai: מזה
30/10/16, 22:53 - אנונימוס: יוחאי
30/10/16, 22:53 - אנונימוס: לאן תלך
30/10/16, 22:53 - Yochai: תגיד ארז הזה מחפש על מה לדבר
30/10/16, 22:53 - Yochai: מה לאן תלך
30/10/16, 23:00 - אנונימוס: <מדיה הושמטה>
30/10/16, 23:02 - אנונימוס: <מדיה הושמטה>
30/10/16, 23:12 - אנונימוס: קיצר אנחנו צריכים לשבת לפני רביעי
30/10/16, 23:14 - אנונימוס: כל האקסל שלו זה סקר ספרות .. אם שואלים אותנו מה הפרויקט תגידו סקר ספרות
30/10/16, 23:16 - אנונימוס: בוא נסכם שסיימנו עכשיו את הפגישה ואני אשלח לירדן שסיימנו עכשיו אם יש מה לבוא ?
30/10/16, 23:19 - Yochai: כן
30/10/16, 23:30 - אנונימוס: אנונימוס אתה בבית
30/10/16, 23:30 - אנונימוס: ?
30/10/16, 23:30 - אנונימוס: כן
30/10/16, 23:30 - אנונימוס: מדוע
30/10/16, 23:30 - אנונימוס: <מדיה הושמטה>
30/10/16, 23:30 - אנונימוס: נגמר ךי המים
30/10/16, 23:30 - אנונימוס: אני בא למלא
30/10/16, 23:30 - אנונימוס: חחחחחחחח
30/10/16, 23:30 - אנונימוס: מה זה מים של הבנאג?
30/10/16, 23:30 - אנונימוס: חחחח
30/10/16, 23:31 - אנונימוס: לא נו באמת נגמר
30/10/16, 23:31 - אנונימוס: עד שמחר יגיע הקניות
30/10/16, 23:31 - Yochai: אין לך מים בדירה?
30/10/16, 23:31 - אנונימוס: טוב תבוא חח
30/10/16, 23:31 - אנונימוס: חחחחח
30/10/16, 23:31 - אנונימוס: לא רק אתמול באנו לב,
30/10/16, 23:31 - אנונימוס: לבש
30/10/16, 23:31 - אנונימוס: אין כלום חח
30/10/16, 23:32 - Yochai: ואי ואי
30/10/16, 23:32 - אנונימוס: יוחאי יש ישיבה
30/10/16, 23:32 - אנונימוס: יוחאי
30/10/16, 23:33 - אנונימוס: יאלה
30/10/16, 23:33 - אנונימוס: בוא בירה
30/10/16, 23:33 - אנונימוס: צא מהמחילה
30/10/16, 23:33 - אנונימוס: <מדיה הושמטה>
30/10/16, 23:42 - Yochai: מחר
31/10/16, 18:59 - Yochai: אנונימוס מתי אתה מגיע
31/10/16, 18:59 - אנונימוס: <מדיה הושמטה>
31/10/16, 19:01 - Yochai: בדירה
31/10/16, 19:02 - אנונימוס: יאללה
31/10/16, 19:02 - אנונימוס: חצאת?
31/10/16, 19:03 - Yochai: לאן
31/10/16, 19:06 - אנונימוס: איפה אנונימוס
31/10/16, 19:06 - אנונימוס: <מדיה הושמטה>
31/10/16, 19:16 - Yochai: אנונימוס באים אליך
01/11/16, 14:46 - אנונימוס: אין לי כרטיס לברקה
01/11/16, 14:46 - Yochai: להשיג לך
01/11/16, 14:46 - Yochai: ?
01/11/16, 14:47 - אנונימוס: קודם כל תענה לגבי הפנגויה טפיי
01/11/16, 14:47 - Yochai: שלחתי לך
01/11/16, 14:47 - Yochai: אבל תענה ךמה ששאלתי
01/11/16, 14:47 - אנונימוס: לא יודע יש מחר ספורט על הבוקר
01/11/16, 14:48 - Yochai: יש לי פה מישהי עם כרטיס ספייר
01/11/16, 14:48 - Yochai: אתה לא רוצה?
01/11/16, 14:48 - אנונימוס: כן תביא
01/11/16, 14:48 - אנונימוס: מקסימום נמכור
01/11/16, 14:49 - Yochai: או שתשיג כבר בערב וזהו
01/11/16, 14:49 - Yochai: כי צריך ללכת לקחת ממנה
01/11/16, 14:49 - אנונימוס: אין לי כח חח
01/11/16, 14:50 - Yochai: טוב תשיג בערב כבר
01/11/16, 21:34 - Yochai: מתי קבענו מחר?
01/11/16, 21:49 - אנונימוס: 11
01/11/16, 21:49 - אנונימוס: אי אפשר פה
01/11/16, 21:49 - אנונימוס: טולה לא הזמין את בק
01/11/16, 21:49 - אנונימוס: מה הקשר תומר לא יעשה רעש
01/11/16, 21:50 - אנונימוס: אם בק לא בא
01/11/16, 21:50 - אנונימוס: אז בכלל הוא לא ירעיש
01/11/16, 21:50 - אנונימוס: בוא נשב אצל יוחאי
01/11/16, 21:51 - Yochai: ממש
01/11/16, 21:51 - אנונימוס: <מדיה הושמטה>
01/11/16, 21:51 - אנונימוס: סאחי
01/11/16, 21:52 - Yochai: חחח
01/11/16, 21:52 - אנונימוס: איך שוב פעם נפלתי איתו
01/11/16, 21:52 - אנונימוס: יובל שחר קובי גל ארז
01/11/16, 21:52 - אנונימוס: ואלה מתגעגע לארמין
01/11/16, 21:54 - אנונימוס: <מדיה הושמטה>
01/11/16, 21:55 - אנונימוס: אז למה חברים של אנטולי באים
01/11/16, 21:55 - אנונימוס: יוחאי בוא להפגים
01/11/16, 21:55 - אנונימוס: ן
01/11/16, 21:55 - אנונימוס: <מדיה הושמטה>
01/11/16, 21:56 - אנונימוס: בוא נגיד ככה
01/11/16, 21:56 - אנונימוס: אם הם יעשו רעש
01/11/16, 21:56 - אנונימוס: אתה תהיה אשם באותה מידה כמו אנטולי..
01/11/16, 21:56 - אנונימוס: אתה יושב איתם היא יודעת שאתה חלק
01/11/16, 21:56 - אנונימוס: לא. אני אגיד לה לא הזמנתי
01/11/16, 21:56 - אנונימוס: מה נהיית חסוד ורחום
01/11/16, 21:57 - אנונימוס: אפשר לשבת אצלי זאת לא הבעיה אבל מבאס אין מזגן בסלון
01/11/16, 21:57 - אנונימוס: אין מחשב לשים מוסיקה
01/11/16, 21:57 - אנונימוס: מוזיקה
01/11/16, 21:57 - אנונימוס: <מדיה הושמטה>
01/11/16, 21:58 - אנונימוס: חם אצלנו אין חלון חנוק
01/11/16, 21:58 - אנונימוס: יסאחי
01/11/16, 21:58 - אנונימוס: <מדיה הושמטה>
01/11/16, 21:58 - אנונימוס: <מדיה הושמטה>
01/11/16, 21:59 - אנונימוס: אל תהיה סאצע
01/11/16, 21:59 - אנונימוס: שאל תשותפה
01/11/16, 21:59 - אנונימוס: תומר לא ירעיש
01/11/16, 22:02 - אנונימוס: <מדיה הושמטה>
01/11/16, 22:03 - אנונימוס: <מדיה הושמטה>
01/11/16, 22:05 - אנונימוס: קיצר השגת מה שרצית
01/11/16, 22:05 - אנונימוס: הואמיהיה בשקט
01/11/16, 22:05 - אנונימוס: הוא לא
01/11/16, 22:06 - אנונימוס: הוא כן..
01/11/16, 22:06 - אנונימוס: הוא לא ואם הוא בא אז גם בק יבוא
01/11/16, 22:06 - אנונימוס: ופוגל
01/11/16, 22:07 - אנונימוס: יוחאי תשים לטולה קצת מזומן דפקנו לו שתיה
01/11/16, 22:07 - אנונימוס: אני אשים 20.
01/11/16, 22:09 - Yochai: בגלל זה לא פתחת תוויסקי יקמצן
01/11/16, 22:10 - אנונימוס: כי לא רציתי לערבב אתה לא זוכר שהוא אמר לנו שאנחנו חייבים לטעום? אבל אז שתינו עוד הרבה
01/11/16, 22:12 - אנונימוס: טוב שיר לא עונה לי אז אם עד 11 היא לא באה נשב אצלי במרפסת. שום מילה לבק. ואם היא מגיעה אתם באמת מורידים ווליומים!
01/11/16, 22:19 - אנונימוס: יש לי הסכם איתה שאם אנחנו מפריעים אנחנו מתקפלים אז אל תקשו עליי..
01/11/16, 22:23 - אנונימוס: חחחחח תומר נדפק
01/11/16, 22:23 - אנונימוס: אין אישור לבוא עם בק והוא מחוייב לו.
01/11/16, 23:01 - אנונימוס: מתי לבוא
01/11/16, 23:04 - אנונימוס: מחר
01/11/16, 23:04 - אנונימוס: מה שותים
01/11/16, 23:04 - אנונימוס: תביא את שלך חח
01/11/16, 23:04 - אנונימוס: איפה יוחאי ותומר
01/11/16, 23:05 - אנונימוס: תומר פנ
01/11/16, 23:05 - Yochai: אני אצא עוד מעט
01/11/16, 23:05 - אנונימוס: סטס לקח והשאיר לי בלאק לייבל אין שם מספיק
01/11/16, 23:05 - אנונימוס: יש לי בירות
01/11/16, 23:05 - אנונימוס: תביא את שלך נפתח את שלי ואז נעבור אליך ואז פעם הבאה נמשיך אצלך
01/11/16, 23:05 - אנונימוס: אני שותה בירות
01/11/16, 23:05 - אנונימוס: טפיי
01/11/16, 23:05 - אנונימוס: טוב אני לא פותח יותר מחצע
01/11/16, 23:05 - אנונימוס: נשר 👍
01/11/16, 23:15 - אנונימוס: תבחא ערבוב יוחאי
01/11/16, 23:15 - אנונימוס: לויסקי
01/11/16, 23:16 - Yochai: איזה
01/11/16, 23:16 - Yochai: קולה?
01/11/16, 23:16 - אנונימוס: קולה
01/11/16, 23:16 - Yochai: יש קרח?
01/11/16, 23:16 - Yochai: או לקנות קר?
01/11/16, 23:17 - אנונימוס: שאל את אופ.
01/11/16, 23:17 - אנונימוס: אנונימוס
02/11/16, 10:06 - Yochai: אנונימוס תקשר לארז תגיד לו לדחות את הפגישה בשעה אני גמור מעייפות
02/11/16, 10:06 - אנונימוס: מץי זה בכלל
02/11/16, 10:06 - אנונימוס: מתי
02/11/16, 10:06 - Yochai: 11
02/11/16, 10:06 - אנונימוס: באמת?
02/11/16, 10:07 - Yochai: אתה אמרת לי אתמול חח
02/11/16, 10:07 - אנונימוס: סתם המצאץי
02/11/16, 10:07 - אנונימוס: חח
02/11/16, 10:07 - אנונימוס: מאיפה אני יודע מתי זה
02/11/16, 10:09 - Yochai: מה עושים
02/11/16, 10:10 - Yochai: רשום פה בקבוצה יום רביעי ב12 כשאנונימוס הציע את הימים
02/11/16, 10:10 - אנונימוס: תשאל את אנונימוס אני עם טכנאי
02/11/16, 10:11 - Yochai: אנונימוס ישן
02/11/16, 10:19 - Yochai: הלוו אנונימוסקק
02/11/16, 10:24 - שינית את תמונת הקבוצה
02/11/16, 10:24 - Yochai: טפיי
02/11/16, 10:28 - Yochai: 12:15
02/11/16, 10:28 - אנונימוס: אצל ארז שם?
02/11/16, 11:15 - אנונימוס: אני גמור
02/11/16, 11:29 - אנונימוס: אנונימוס אכלת?
02/11/16, 11:47 - אנונימוס: מישהו יכול לקנות לי אוכל?
02/11/16, 11:57 - Yochai: תגידו לי שמישהו מגיע
02/11/16, 11:59 - אנונימוס: חכה נאבד לי האראי
02/11/16, 11:59 - אנונימוס: אשראי
02/11/16, 11:59 - אנונימוס: אני מבטל
02/11/16, 11:59 - אנונימוס: <מדיה הושמטה>
02/11/16, 12:00 - אנונימוס: תפי
02/11/16, 12:00 - אנונימוס: <מדיה הושמטה>
02/11/16, 12:04 - אנונימוס: <מדיה הושמטה>
02/11/16, 12:04 - Yochai: חומוס אחרי הפגישה?
02/11/16, 12:04 - אנונימוס: <מדיה הושמטה>
02/11/16, 12:04 - Yochai: בואו נלך למקום החדש
02/11/16, 12:05 - אנונימוס: <מדיה הושמטה>
02/11/16, 12:06 - Yochai: על הספסל
02/11/16, 12:06 - אנונימוס: איזה ספסל
02/11/16, 12:06 - Yochai: מחוץ ל90
02/11/16, 12:07 - אנונימוס: מי שמגיע אחרון
02/11/16, 12:07 - אנונימוס: עושה סקר ספרות
02/11/16, 12:08 - Yochai: אתה כבר עם ארז?
02/11/16, 12:09 - אנונימוס: לא אני ב90
02/11/16, 12:09 - אנונימוס: איפה אתה
02/11/16, 12:12 - אנונימוס: <מדיה הושמטה>
02/11/16, 17:13 - אנונימוס: יוחאי 220?
02/11/16, 20:04 - אנונימוס: אנונימוס הכנת ארוחת ערב אנחנו באים
04/11/16, 11:15 - Yochai: מתי בסוף השיחה בסקייפ ראשון או שני?
04/11/16, 11:15 - Yochai: יש סיכוי גדול שלא אוכל
04/11/16, 11:17 - אנונימוס: לא זוכר
04/11/16, 11:17 - אנונימוס: שנינראנ לי
04/11/16, 11:30 - אנונימוס: זונות ברכבת
04/11/16, 11:30 - אנונימוס: <מדיה הושמטה>
04/11/16, 14:31 - אנונימוס: גם לי הם עשו את זה בני זונול
04/11/16, 14:31 - אנונימוס: איחרתח לעבודה אז כבר קניתי כרטיס רגי
04/11/16, 14:31 - אנונימוס: ל
04/11/16, 14:33 - אנונימוס: אנונימוסאא
04/11/16, 14:33 - אנונימוס: תשיג שני כרטיסים לדרבי
04/11/16, 14:55 - אנונימוס: איפה נשיג
04/11/16, 14:55 - אנונימוס: מץי זה
04/11/16, 14:56 - אנונימוס: יום שבת ב-21:00
06/11/16, 19:04 - Yochai: תגידו אצל מי אתם בסמינר?
06/11/16, 19:04 - Yochai: אנחנו צריכים להיות ביחד
06/11/16, 19:04 - אנונימוס: מירב
06/11/16, 19:05 - Yochai: לא טוב
06/11/16, 19:05 - אנונימוס: אנחנו תריכים ךעבור לארמין
06/11/16, 19:05 - אנונימוס: אצל מי אתה
06/11/16, 19:05 - Yochai: נראלי ארמין
06/11/16, 19:06 - Yochai: אתם הולכים היום למסיבה במנגה?
06/11/16, 19:09 - אנונימוס: אין כרטיסים בטח
06/11/16, 19:13 - אנונימוס: יש
